Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.077,Wed Oct 03 03:18:00 +0000 2018,0.0,0.929,0.071,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@PhilippeReines: “I think the temperament part is legitimate. You want somebody who has the maturity — I mean what… https://t.co/qfN0VN2Sfu,55
-0.78,Wed Oct 03 03:11:00 +0000 2018,0.275,0.725,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@IngrahamAngle: ""The left is moving in lockstep in their sleazy effort to obliterate not only the Supreme Court co… https://t.co/l7oTQg7HgP",56
0.318,Wed Oct 03 03:04:00 +0000 2018,0.0,0.874,0.126,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. @TomCottonAR: ""[Kavanaugh's] denials are the things that are supported by evidence, not the allegations agains… https://t.co/Vt1QUnxLrM",57
-0.318,Wed Oct 03 02:57:20 +0000 2018,0.161,0.839,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MN Sen. Candidate Housley: Opponent Tina Smith Rips Kavanaugh, Dismisses Ellison Accusations https://t.co/wdokGhPTHc",58
0.735,Wed Oct 03 02:56:38 +0000 2018,0.0,0.604,0.396,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Saints fan helps disabled Giants fan stand for national anthem in viral photo. https://t.co/3i5v9SMLX4,59
0.0,Wed Oct 03 02:35:01 +0000 2018,0.175,0.649,0.175,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",University students reject clapping at events in favor of 'jazz hands' https://t.co/3emK3KqiL1,60
0.0,Wed Oct 03 02:20:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Italian authorities blow up suitcase in middle of Rome airport, traveler claims. https://t.co/mVmO9jatFy",61
0.44,Wed Oct 03 02:16:00 +0000 2018,0.127,0.636,0.237,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Body of missing woman hiking in Great Smoky Mountains National Park found. https://t.co/NvefAHlEKI,62
0.0,Wed Oct 03 02:11:34 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC on Kavanaugh hearing: ""The Republican of the year will be a Democrat, not a Republican. You've be… https://t.co/X5Xu5c1c77",63
0.0,Wed Oct 03 02:06:41 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump at Mississippi rally defends Kavanaugh, slams Ford's claims. https://t.co/mytHRMPFLX",64
0.494,Wed Oct 03 02:00:59 +0000 2018,0.0,0.842,0.158,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JUST IN: Christine Blasey Ford ex-boyfriend says she helped friend prep for potential polygraph; Grassley sounds al… https://t.co/dKA2DDJViQ,65
-0.361,Wed Oct 03 01:49:00 +0000 2018,0.185,0.815,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: Ignore Amazon's self-serving calls to raise the federal minimum wage https://t.co/9dnk6Ma1lt,66
-0.691,Wed Oct 03 01:47:29 +0000 2018,0.341,0.659,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Boy, 7, suffers severe burns after picking limes in sun, mom says https://t.co/B87JLhuQK6",67
-0.34,Wed Oct 03 01:40:37 +0000 2018,0.167,0.833,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Delta Air Lines flight catches fire during aborted takeoff at JFK airport https://t.co/uYy2nclWwx,68
0.318,Wed Oct 03 01:30:00 +0000 2018,0.0,0.881,0.119,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenJohnKennedy on some of his Democratic colleagues: ""It isn't about searching for the truth, it's about winning.… https://t.co/5JAOap65Xl",69
0.0,Wed Oct 03 01:25:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",'I Don't Think He's Moved at All': @brithume on Flake Being 'Troubled' By Kavanaugh's 'Tone' https://t.co/jLVImpVwRZ,70
0.0,Wed Oct 03 01:22:48 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Rep. @Jim_Jordan: ""The left has gone completely crazy."" #Tucker https://t.co/esy0AunUkq",71
0.0,Wed Oct 03 01:13:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Secret identity of 150-year-old body found in NYC revealed https://t.co/Q4a4xu7sRe https://t.co/nBGvwWJdGl,72
-0.318,Wed Oct 03 01:04:43 +0000 2018,0.298,0.496,0.206,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Brother of Indianapolis Colts' Denzelle Good fatally shot https://t.co/kuB0oWesJY,73
0.0,Wed Oct 03 01:00:25 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Man’s 'unexpected' massive hybrid sunfish catch breaks state record. https://t.co/dNJsb0YV1y,74
-0.313,Wed Oct 03 00:55:38 +0000 2018,0.267,0.733,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Trump-Mueller interview negotiations stall as 2 more prosecutors leave Russia probe. https://t.co/lrqk6VC1If,75
0.128,Wed Oct 03 00:49:22 +0000 2018,0.136,0.704,0.16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Trump at Mississippi rally: 'The only reason to vote Democrat is because you’re tired of winning' https://t.co/oNf0ICYtLp,76
0.0,Wed Oct 03 00:41:32 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Brett Kavanaugh's Clinton comment 'deserves a lot of laughter,' @HillaryClinton says. https://t.co/9FYNJUBAUU",77
0.0,Wed Oct 03 00:22:36 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",So a race horse walks into a sports betting bar. https://t.co/mtQBzgyIgs https://t.co/hFBpNFPEfD,78
-0.527,Wed Oct 03 00:15:00 +0000 2018,0.239,0.761,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","American Airlines flight diverted after passenger refused to stop doing pull-ups on plane, man claims. https://t.co/I255ahHl4J",79
0.0,Wed Oct 03 00:07:23 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Julie Swetnick's ex-boyfriend, former Dem congressional candidate, says he doesn't believe her claims. https://t.co/qA8nuRaVmT",80
0.0,Wed Oct 03 00:00:28 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS speaks at a rally in Southaven, Mississippi. https://t.co/9oJgFyVJRt https://t.co/BwzikvC5wa",81
-0.649,Tue Oct 02 23:56:54 +0000 2018,0.306,0.694,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",‘Vice’ teaser shows Christian Bale as Dick Cheney in new Adam McKay movie https://t.co/plvCU0wvqG,82
0.0,Tue Oct 02 23:51:59 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Indianapolis Zoo to add black mamba, world’s deadliest snake, to exhibit https://t.co/5YqclYtqPT",83
0.0,Tue Oct 02 23:43:51 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Drone footage shows pod of dolphins ‘dancing’ https://t.co/tt00gxg09e,84
0.0,Tue Oct 02 23:31:43 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Facebook breach fallout: What you need to know https://t.co/jN4HjZBnmI,85
-0.402,Tue Oct 02 23:29:08 +0000 2018,0.124,0.876,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@guypbenson on Kavanaugh vote before midterms: ""I think this is a big problem for [@clairecmc] and she knows it. B… https://t.co/2csmPTpeCM",86
-0.226,Tue Oct 02 23:27:53 +0000 2018,0.112,0.888,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Suspected ricin letters were sent to the Pentagon Tuesday; Trace Gallagher has the latest. #TheStory… https://t.co/MsZsQElCfO,87
0.0,Tue Oct 02 23:21:12 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Pence speaks at a campaign event for Congresswoman Cathy McMorris Rodgers.

(Courtesy: KAYU/KHQ) https://t.co/jl5d18iCek",88
0.382,Tue Oct 02 23:15:19 +0000 2018,0.0,0.776,0.224,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mutant turtle with two heads still alive after 3 months https://t.co/vv4nr8OOn8,89
0.0,Tue Oct 02 23:09:06 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Police officers in Texas were led on a chase that's far from what they're used to — a raccoon in their headquarters. https://t.co/GJUc6kOPMF,90
0.0,Tue Oct 02 23:05:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Two more prosecutors depart Mueller investigation. https://t.co/ZzfJZZRqTg,91
0.0,Tue Oct 02 22:59:48 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",North Carolina man dies of Florence-related bacterial infection https://t.co/kdjB4KsewY,92
0.0,Tue Oct 02 22:51:01 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @MikeEmanuelFox: Lawmakers spar over Kavanaugh confirmation vote - from #SpecialReport tonight:

https://t.co/shQLY5MgiO",93
-0.612,Tue Oct 02 22:48:47 +0000 2018,0.385,0.615,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Teen suspect in deadly library shooting to plead guilty. https://t.co/HRLKGcPgqz,94
0.0,Tue Oct 02 22:39:45 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","JUST IN: FBI's Kavanaugh investigation may wrap up as soon as Wednesday, reports say. https://t.co/XYxiNAxrqd",95
0.0,Tue Oct 02 22:36:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Iraq tasks Shiite independent with forming new government. https://t.co/3gW2ylrofk,96
-0.382,Tue Oct 02 22:30:46 +0000 2018,0.15,0.777,0.073,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Four members of a militant white supremacist group from California have been arrested in connection with the deadly… https://t.co/6Ip6jcDKsT,97
0.557,Tue Oct 02 22:17:59 +0000 2018,0.0,0.769,0.231,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Houston girl, 7, proudly sings national anthem in stands at Astros game. https://t.co/8Dwn2PAS61",98
0.0,Tue Oct 02 22:09:29 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS arrives at Memphis International Airport.
(Courtesy: WHBQ) https://t.co/PwGbgraYFo",99
0.0,Tue Oct 02 22:05:43 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/2yXKlZPaWY",100
-0.444,Wed Oct 03 07:30:10 +0000 2018,0.207,0.793,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Amsterdam, it’s not just the number of tourists that pose a problem. It’s how they behave. https://t.co/LOte66aY80",1
-0.898,Wed Oct 03 07:15:04 +0000 2018,0.421,0.579,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Sexual assaults, knife attacks and suicide attempts are commonplace at Europe’s largest refugee camp. Aid groups wa… https://t.co/VGnfp2Mz9A",2
-0.681,Wed Oct 03 07:00:06 +0000 2018,0.228,0.772,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After Elon Musk threatened that he would quit, the Tesla board caved to his demands to fight the S.E.C. settlement,… https://t.co/RsyknBLGFn",3
0.44,Wed Oct 03 06:52:05 +0000 2018,0.0,0.813,0.187,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/tRTg4BvC94",4
0.0,Wed Oct 03 06:45:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/GAzkfLdBRF,5
-0.638,Wed Oct 03 06:30:09 +0000 2018,0.167,0.833,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The big water off Nazaré, Portugal, once almost killed Maya Gabeira, a surfer. Now it has put her in the record boo… https://t.co/jAFKjZLw5O",6
-0.649,Wed Oct 03 06:15:05 +0000 2018,0.177,0.823,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytvideo: Videos and satellite images show the devastating impact of the earthquake in Indonesia, which moved entire houses and destroy…",7
-0.402,Wed Oct 03 06:00:13 +0000 2018,0.114,0.886,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“As long as governments exist, corruption will exist,” Do Muoi once said. “It is an illness of government, and it c… https://t.co/vIOQAghOrk",8
-0.637,Wed Oct 03 05:45:04 +0000 2018,0.245,0.755,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","South Korea announced a sweeping crackdown on “fake news,” calling it “a destroyer of democracy.” Critics say it’s… https://t.co/LuMRQiodMh",9
0.026,Wed Oct 03 05:30:04 +0000 2018,0.161,0.717,0.121,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","If you're looking to help those affected by the earthquake and tsunami that struck Indonesia, here's some advice https://t.co/aFEw0imlZc",10
-0.832,Wed Oct 03 05:21:04 +0000 2018,0.423,0.577,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",4 members of a militant white-supremacist organization were arrested on charges of inciting a riot in Charlottesvil… https://t.co/pJ4h5VOLNT,11
-0.0,Wed Oct 03 05:15:04 +0000 2018,0.156,0.734,0.11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 2,500 Afghans are braving serious security risks to run for parliament. Seven candidates have already bee… https://t.co/iSZYr8t9KA",12
0.0,Wed Oct 03 05:07:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @marclacey: Hurricane Florence may be over but it's not really over. https://t.co/INqHdo3app,13
-0.273,Wed Oct 03 05:02:06 +0000 2018,0.104,0.896,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A veteran journalist who has become a critic of Saudi leaders entered the Saudi consulate in Istanbul on Tuesday af… https://t.co/SWRp949XE2,14
0.0,Wed Oct 03 04:53:57 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fmanjoo: I'm going to quit using Facebook to sign on to stuff. So should you. 

Use a password manager. Use Google. After the massive h…",15
0.0,Wed Oct 03 04:47:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In 2006, the American Bar Association raised questions about Brett Kavanaugh's demeanor and veracity https://t.co/eE2PNOqBNK",16
0.0,Wed Oct 03 04:35:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his father… https://t.co/Tojoj6Kbte,17
0.557,Wed Oct 03 04:27:02 +0000 2018,0.0,0.805,0.195,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Chinese film star Fan Bingbing, who vanished from public view months ago, faces huge fines for tax evasion, rep… https://t.co/ZkqZyT5bnB",18
-0.361,Wed Oct 03 04:17:02 +0000 2018,0.116,0.884,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","About 8% of the registered sex offenders in Missouri are unaccounted for, according to a state audit, which said th… https://t.co/GscygaKv3z",19
-0.67,Wed Oct 03 04:07:04 +0000 2018,0.256,0.744,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Officials are beginning to sort out what went wrong with Indonesia’s early warning system for tsunami detection https://t.co/y2YrphSwUZ,20
-0.444,Wed Oct 03 07:30:10 +0000 2018,0.207,0.793,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Amsterdam, it’s not just the number of tourists that pose a problem. It’s how they behave. https://t.co/LOte66aY80",21
-0.898,Wed Oct 03 07:15:04 +0000 2018,0.421,0.579,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Sexual assaults, knife attacks and suicide attempts are commonplace at Europe’s largest refugee camp. Aid groups wa… https://t.co/VGnfp2Mz9A",22
-0.681,Wed Oct 03 07:00:06 +0000 2018,0.228,0.772,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After Elon Musk threatened that he would quit, the Tesla board caved to his demands to fight the S.E.C. settlement,… https://t.co/RsyknBLGFn",23
0.44,Wed Oct 03 06:52:05 +0000 2018,0.0,0.813,0.187,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/tRTg4BvC94",24
0.0,Wed Oct 03 06:45:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/GAzkfLdBRF,25
-0.638,Wed Oct 03 06:30:09 +0000 2018,0.167,0.833,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The big water off Nazaré, Portugal, once almost killed Maya Gabeira, a surfer. Now it has put her in the record boo… https://t.co/jAFKjZLw5O",26
-0.649,Wed Oct 03 06:15:05 +0000 2018,0.177,0.823,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytvideo: Videos and satellite images show the devastating impact of the earthquake in Indonesia, which moved entire houses and destroy…",27
-0.402,Wed Oct 03 06:00:13 +0000 2018,0.114,0.886,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“As long as governments exist, corruption will exist,” Do Muoi once said. “It is an illness of government, and it c… https://t.co/vIOQAghOrk",28
-0.637,Wed Oct 03 05:45:04 +0000 2018,0.245,0.755,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","South Korea announced a sweeping crackdown on “fake news,” calling it “a destroyer of democracy.” Critics say it’s… https://t.co/LuMRQiodMh",29
0.026,Wed Oct 03 05:30:04 +0000 2018,0.161,0.717,0.121,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","If you're looking to help those affected by the earthquake and tsunami that struck Indonesia, here's some advice https://t.co/aFEw0imlZc",30
-0.832,Wed Oct 03 05:21:04 +0000 2018,0.423,0.577,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",4 members of a militant white-supremacist organization were arrested on charges of inciting a riot in Charlottesvil… https://t.co/pJ4h5VOLNT,31
-0.0,Wed Oct 03 05:15:04 +0000 2018,0.156,0.734,0.11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 2,500 Afghans are braving serious security risks to run for parliament. Seven candidates have already bee… https://t.co/iSZYr8t9KA",32
0.0,Wed Oct 03 05:07:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @marclacey: Hurricane Florence may be over but it's not really over. https://t.co/INqHdo3app,33
-0.273,Wed Oct 03 05:02:06 +0000 2018,0.104,0.896,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A veteran journalist who has become a critic of Saudi leaders entered the Saudi consulate in Istanbul on Tuesday af… https://t.co/SWRp949XE2,34
0.0,Wed Oct 03 04:53:57 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fmanjoo: I'm going to quit using Facebook to sign on to stuff. So should you. 

Use a password manager. Use Google. After the massive h…",35
0.0,Wed Oct 03 04:47:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In 2006, the American Bar Association raised questions about Brett Kavanaugh's demeanor and veracity https://t.co/eE2PNOqBNK",36
0.0,Wed Oct 03 04:35:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his father… https://t.co/Tojoj6Kbte,37
0.557,Wed Oct 03 04:27:02 +0000 2018,0.0,0.805,0.195,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Chinese film star Fan Bingbing, who vanished from public view months ago, faces huge fines for tax evasion, rep… https://t.co/ZkqZyT5bnB",38
-0.361,Wed Oct 03 04:17:02 +0000 2018,0.116,0.884,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","About 8% of the registered sex offenders in Missouri are unaccounted for, according to a state audit, which said th… https://t.co/GscygaKv3z",39
-0.67,Wed Oct 03 04:07:04 +0000 2018,0.256,0.744,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Officials are beginning to sort out what went wrong with Indonesia’s early warning system for tsunami detection https://t.co/y2YrphSwUZ,40
0.0,Wed Oct 03 03:57:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Opinion

Seeing the Earth from the moon 50 years ago changed these astronauts forever. In this film, they tell t… https://t.co/IOOEFJEVCD",41
-0.586,Wed Oct 03 03:47:01 +0000 2018,0.174,0.826,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",In The Edit newsletter: Contributors weigh in on the sexual assault allegations against Brett Kavanaugh and what co… https://t.co/Nwl6NVNBeu,42
-0.542,Wed Oct 03 03:37:28 +0000 2018,0.2,0.8,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Sherri's red blood cell levels plummet and her iron disappears. You'd think she's bleeding, but there's no blood in… https://t.co/32wuN3LYJ9",43
-0.44,Wed Oct 03 03:27:05 +0000 2018,0.194,0.729,0.077,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Travelers entering New Zealand may now be prosecuted and fined if they refuse to allow access to their digital devi… https://t.co/vR0FQzyfgg,44
-0.807,Wed Oct 03 03:17:07 +0000 2018,0.372,0.628,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","At a rally, President Trump mocked Christine Blasey Ford, who has accused Brett Kavanaugh of sexual assault https://t.co/E5KUbfwzzH",45
-0.25,Wed Oct 03 03:06:58 +0000 2018,0.087,0.913,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","While All County was all upside for Donald Trump and his siblings, it had an insidious downside for Fred Trump’s te… https://t.co/ri9i74ieAb",46
0.0,Wed Oct 03 03:04:21 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",All County siphoned millions of dollars from Fred Trump’s empire by simply marking up purchases already made by his… https://t.co/9mRFXDGBG7,47
0.0,Wed Oct 03 02:58:30 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","All County’s ostensible purpose was to be the purchasing agent for Fred Trump’s buildings, buying everything from b… https://t.co/5E2JKsZeL3",48
-0.622,Wed Oct 03 02:52:31 +0000 2018,0.177,0.823,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The most overt fraud was All County Building Supply &amp; Maintenance, a company formed by the Trump family in 1992:… https://t.co/smByPZvPYY",49
-0.44,Wed Oct 03 02:45:06 +0000 2018,0.139,0.861,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Tax experts briefed on The New York Times’s findings said the Trumps’ conduct presented a pattern of deception and… https://t.co/Vfs3ST7PxG,50
0.67,Wed Oct 03 02:32:03 +0000 2018,0.0,0.645,0.355,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D,51
0.0,Wed Oct 03 02:22:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @arappeport: USMCA-what? Trump may have botched the branding on the new Nafta, experts say. https://t.co/VI9wnaYhQg",52
-0.296,Wed Oct 03 02:12:06 +0000 2018,0.109,0.891,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Trump administration will no longer issue family visas to same-sex domestic partners of foreign diplomats or em… https://t.co/a3ZP2pFpXB,53
0.796,Wed Oct 03 02:02:05 +0000 2018,0.0,0.705,0.295,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A Canadian professor, Dr. Donna Strickland, became the first woman in 55 years to win a Nobel Prize in Physics https://t.co/lRYiQoWUH9",54
0.0,Wed Oct 03 01:53:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytopinion: The Editorial Board writes that  Donald Trump's origin story is a sham — a version of reality so elaborately embellished th…,55
0.0,Wed Oct 03 01:47:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Brett Kavanaugh’s 1983 letter offers inside look at high school clique https://t.co/e1lp56OMX0,56
0.0,Wed Oct 03 01:39:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @susannecraig: It’s mind boggling to me how much we learned about Donald Trump and his tax shenanigans through the documents we got. It…,57
-0.872,Wed Oct 03 01:28:05 +0000 2018,0.342,0.658,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","He spent 2 decades in prison for a murder he has long maintained he did not commit. ""They robbed me of a career, a… https://t.co/9RGJpYuxWN",58
-0.807,Wed Oct 03 01:17:06 +0000 2018,0.277,0.723,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytvideo: “It’s a very scary time for young men,” President Trump said in reference to the investigation into sexual assault accusation…",59
