Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
-0.612,Wed Oct 03 07:04:08 +0000 2018,0.192,0.808,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🐧 A zoo has been forced to fill its new penguin exhibit with models, as a shortage of birds means it is unable to g… https://t.co/BmSAy8zQJP",1
0.0,Wed Oct 03 06:08:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Oh, I'm so sorry,"" and other things not to say to amputees. 
(via @BBCThree) https://t.co/L8eiOleNyi",2
0.0,Tue Oct 02 19:02:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Discover the extraordinary story of how a small Scottish bank grew to briefly become the biggest in the world, befo… https://t.co/OQpgOJ7edi",3
-0.802,Tue Oct 02 17:55:03 +0000 2018,0.427,0.573,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Knife crime is up 22%. Who are the victims and what’s to blame? https://t.co/ZEAml31p9m,4
0.402,Tue Oct 02 17:06:06 +0000 2018,0.0,0.803,0.197,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The gender reveal party that sparked a massive 47,000 acre wildfire. 
👉 https://t.co/b0Xc17AuK5 https://t.co/ROh8TOMH7K",5
0.557,Tue Oct 02 16:06:02 +0000 2018,0.0,0.816,0.184,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In 2002, Iberian Lynx were the rarest cats in the world. But then something remarkable happened... https://t.co/iEVCaSDvjN",6
-0.273,Tue Oct 02 14:06:04 +0000 2018,0.242,0.554,0.204,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Two scientists who discovered how to fight cancer using the body's immune system have won the 2018 #NobelPrize for… https://t.co/fIj6Ly7Z3u,7
0.599,Tue Oct 02 13:05:03 +0000 2018,0.0,0.795,0.205,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🍲😋 A bowl of warm, hearty stew is always a welcome sight on a cold day.

From a classic beef stew to a vegetarian h… https://t.co/1X1qdk14Oh",8
0.0,Tue Oct 02 12:05:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jodie Whittaker. New Doctor...and a 'Shat Lass'.
#TheGNShow #DoctorWho https://t.co/25HwEbjAfn",9
0.572,Tue Oct 02 10:47:27 +0000 2018,0.0,0.829,0.171,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Donna Strickland has become the first woman to have won the #NobelPrize in Physics in 55 years. 
👉… https://t.co/hGIojnR1W0",10
0.0,Tue Oct 02 10:27:17 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCSport: SPOTY is back - and there are some big changes.

The BBC Sports Personality of the Year 2018 contenders will be revealed on t…",11
0.67,Tue Oct 02 10:16:58 +0000 2018,0.0,0.728,0.272,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","❤️💃🏻 Ballet is still the love of Joyce's life at 98-years-old! 
#WorldBalletDay https://t.co/nzr3Jy1wbS",12
-0.67,Tue Oct 02 09:22:00 +0000 2018,0.231,0.769,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Over 300,000 marine animals are killed after becoming entangled in fishing gear every year. 
#DrowningInPlastic… https://t.co/WmFqGMo8Es",13
0.0,Tue Oct 02 09:10:44 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bbccomedy: ‘There She Goes’ starring @JefficaHoons and David Tennant comes to @BBCFOUR on October 16th. https://t.co/tH37Wg5TBC,14
-0.796,Tue Oct 02 08:00:09 +0000 2018,0.321,0.679,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In January 1918, the Spanish flu swept the world and killed more people than WW1. 
#TheFluThatKilled50Million https://t.co/WinYKnWfSA",15
0.0,Tue Oct 02 07:05:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","👛 Do you know where your tips go? 

A guide to how tipping works in restaurants.
👉 https://t.co/CNU4t3iogG https://t.co/7dcsckQwcG",16
-0.649,Tue Oct 02 06:09:05 +0000 2018,0.202,0.798,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than half of the world's killer whales could be wiped out by man-made chemicals, scientists say.  https://t.co/w1SaxVchyO",17
-0.128,Mon Oct 01 19:00:01 +0000 2018,0.081,0.919,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Wildlife biologist @LizBonnin visits scientists working at the cutting edge of plastics research. She works with le… https://t.co/rSc4ZR9MEX,18
0.0,Mon Oct 01 17:16:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A 19-year-old university student has described his photograph of a white fallow buck sneezing as a ""one-in-a-millio… https://t.co/A1q3ZEIz2z",19
0.751,Mon Oct 01 16:05:44 +0000 2018,0.0,0.738,0.262,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCFood: 🥕 It's World Vegetarian Day and we're celebrating all things veggie. Whether you're looking for a quick lunch, a healthy trayb…",20
-0.612,Wed Oct 03 07:04:08 +0000 2018,0.192,0.808,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🐧 A zoo has been forced to fill its new penguin exhibit with models, as a shortage of birds means it is unable to g… https://t.co/BmSAy8zQJP",21
0.0,Wed Oct 03 06:08:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Oh, I'm so sorry,"" and other things not to say to amputees. 
(via @BBCThree) https://t.co/L8eiOleNyi",22
0.0,Tue Oct 02 19:02:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Discover the extraordinary story of how a small Scottish bank grew to briefly become the biggest in the world, befo… https://t.co/OQpgOJ7edi",23
-0.802,Tue Oct 02 17:55:03 +0000 2018,0.427,0.573,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Knife crime is up 22%. Who are the victims and what’s to blame? https://t.co/ZEAml31p9m,24
0.402,Tue Oct 02 17:06:06 +0000 2018,0.0,0.803,0.197,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The gender reveal party that sparked a massive 47,000 acre wildfire. 
👉 https://t.co/b0Xc17AuK5 https://t.co/ROh8TOMH7K",25
0.557,Tue Oct 02 16:06:02 +0000 2018,0.0,0.816,0.184,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In 2002, Iberian Lynx were the rarest cats in the world. But then something remarkable happened... https://t.co/iEVCaSDvjN",26
-0.273,Tue Oct 02 14:06:04 +0000 2018,0.242,0.554,0.204,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Two scientists who discovered how to fight cancer using the body's immune system have won the 2018 #NobelPrize for… https://t.co/fIj6Ly7Z3u,27
0.599,Tue Oct 02 13:05:03 +0000 2018,0.0,0.795,0.205,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🍲😋 A bowl of warm, hearty stew is always a welcome sight on a cold day.

From a classic beef stew to a vegetarian h… https://t.co/1X1qdk14Oh",28
0.0,Tue Oct 02 12:05:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jodie Whittaker. New Doctor...and a 'Shat Lass'.
#TheGNShow #DoctorWho https://t.co/25HwEbjAfn",29
0.572,Tue Oct 02 10:47:27 +0000 2018,0.0,0.829,0.171,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Donna Strickland has become the first woman to have won the #NobelPrize in Physics in 55 years. 
👉… https://t.co/hGIojnR1W0",30
0.0,Tue Oct 02 10:27:17 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCSport: SPOTY is back - and there are some big changes.

The BBC Sports Personality of the Year 2018 contenders will be revealed on t…",31
0.67,Tue Oct 02 10:16:58 +0000 2018,0.0,0.728,0.272,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","❤️💃🏻 Ballet is still the love of Joyce's life at 98-years-old! 
#WorldBalletDay https://t.co/nzr3Jy1wbS",32
-0.67,Tue Oct 02 09:22:00 +0000 2018,0.231,0.769,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Over 300,000 marine animals are killed after becoming entangled in fishing gear every year. 
#DrowningInPlastic… https://t.co/WmFqGMo8Es",33
0.0,Tue Oct 02 09:10:44 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bbccomedy: ‘There She Goes’ starring @JefficaHoons and David Tennant comes to @BBCFOUR on October 16th. https://t.co/tH37Wg5TBC,34
-0.796,Tue Oct 02 08:00:09 +0000 2018,0.321,0.679,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In January 1918, the Spanish flu swept the world and killed more people than WW1. 
#TheFluThatKilled50Million https://t.co/WinYKnWfSA",35
0.0,Tue Oct 02 07:05:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","👛 Do you know where your tips go? 

A guide to how tipping works in restaurants.
👉 https://t.co/CNU4t3iogG https://t.co/7dcsckQwcG",36
-0.649,Tue Oct 02 06:09:05 +0000 2018,0.202,0.798,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than half of the world's killer whales could be wiped out by man-made chemicals, scientists say.  https://t.co/w1SaxVchyO",37
-0.128,Mon Oct 01 19:00:01 +0000 2018,0.081,0.919,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Wildlife biologist @LizBonnin visits scientists working at the cutting edge of plastics research. She works with le… https://t.co/rSc4ZR9MEX,38
0.0,Mon Oct 01 17:16:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A 19-year-old university student has described his photograph of a white fallow buck sneezing as a ""one-in-a-millio… https://t.co/A1q3ZEIz2z",39
0.751,Mon Oct 01 16:05:44 +0000 2018,0.0,0.738,0.262,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCFood: 🥕 It's World Vegetarian Day and we're celebrating all things veggie. Whether you're looking for a quick lunch, a healthy trayb…",40
0.0,Mon Oct 01 15:48:02 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CBeebiesHQ: Cuddle up cheek to cheek!

Sharon D. Clarke is back for tonight's #BedtimeStory 😴📚

The biographical tale of Ella Fitzgeral…",41
0.0,Mon Oct 01 15:00:02 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",These scientists have found plastic in every area of the Arctic; there are about 225 trillion particles in the whol… https://t.co/UoKtCXow1b,42
0.0,Mon Oct 01 14:01:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","An Astrophysicist? A World Traveller? CEO of the British Library? 🔭📚🤷

Illustrator Sir Quentin Blake has reimagined… https://t.co/PqXhCcoHH9",43
0.0,Mon Oct 01 13:04:26 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @bbcgetinspired: 'I'm a Muslim woman, I'm visually-impaired and I'm a boxer' 🥊🥊 #GetInspired 

https://t.co/zJorjZokVM",44
0.746,Mon Oct 01 13:03:06 +0000 2018,0.0,0.689,0.311,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🎶🌟@LadyGaga and Jodie Whittaker playing the #DoctorWho theme tune on the theremin is AMAZING. #TheGNShow

https://t.co/PEwaE9tzNH",45
0.128,Mon Oct 01 12:33:03 +0000 2018,0.166,0.642,0.193,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","😂😃😐 Can you spot a fake laugh? 

Take this quiz to find out. 👉 https://t.co/LAFjV5ggf7 https://t.co/sFjlLRwzQK",46
-0.557,Mon Oct 01 12:08:21 +0000 2018,0.205,0.795,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Geoffrey Hayes, who hosted long-running children's TV show, Rainbow, has died aged 76.
👉 https://t.co/10XDMpYCiz https://t.co/vPs5odJKqy",47
0.7,Mon Oct 01 11:03:02 +0000 2018,0.0,0.655,0.345,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This Amazing Human uses coffee to give homeless people a second chance. ☕️💛#InternationalCoffeeDay

https://t.co/wOc1ce2B3J",48
0.382,Mon Oct 01 10:03:06 +0000 2018,0.134,0.591,0.274,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Turns out it's *quite* difficult to keep a straight face while testing laughing gas...

https://t.co/nFlgKY7NuY",49
-0.735,Mon Oct 01 09:46:54 +0000 2018,0.237,0.763,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCRadio4: We conducted the world's largest survey on loneliness and discovered that 16-24 year olds are the loneliest age group. Read…,50
0.0,Mon Oct 01 09:04:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","We cannot WAIT for the new Doctor Who series! @bbcdoctorwho #TheGNShow

https://t.co/BkxpymO5Be",51
0.784,Mon Oct 01 08:02:02 +0000 2018,0.0,0.734,0.266,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Start your Monday the right way. Watch Tom Hardy explain to a child why we should love all things equally. 💔😭

https://t.co/646n5wwjvL",52
-0.784,Mon Oct 01 07:32:01 +0000 2018,0.434,0.566,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Persistent chemical pollution threatens the future of killer whales. 💔 https://t.co/wJJIQj8WLK https://t.co/saSP4leLjt,53
-0.872,Mon Oct 01 07:03:05 +0000 2018,0.398,0.602,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Last year @higeorgeshelley's sister died in an accident. 

He opens up about grief and how to cope.

https://t.co/4SajjiJI6e",54
0.475,Sun Sep 30 20:21:03 +0000 2018,0.0,0.843,0.157,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCOne: “I see women out with their babies walking around like it’s nothing… I just want to yell out at them, “You’re amazing!” @Jenna_…",55
0.624,Sun Sep 30 19:39:53 +0000 2018,0.0,0.687,0.313,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bbcstrictly: Wow. #Strictly Movie Week looks wand-erful! 🧙‍♂️✨ https://t.co/3Iko29h06s,56
0.0,Sun Sep 30 19:03:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A mother’s life disintegrates while the world looks on. 

#TheCry | 9pm | @BBCOne | https://t.co/hDRdVsMamq https://t.co/2SrLnoKGLi",57
0.0,Sun Sep 30 17:16:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Tonight it's the first @BBCStrictly results show! Find out which couples have made it through and which two will be… https://t.co/vytPpS8tTl,58
0.511,Sun Sep 30 16:22:42 +0000 2018,0.063,0.769,0.167,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCOne: #TheCry ""is the perfect replacement for #Bodyguard, a twisting, turning whodunit that leaves you questioning everybody."" The Te…",59
0.457,Sun Sep 30 16:22:25 +0000 2018,0.0,0.875,0.125,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCOne: To mark 30 years in music, we’re making a @takethat documentary special and WE NEED YOU! 

Head to https://t.co/WiKSYB8coP to s…",60
0.0,Sun Sep 30 16:01:09 +0000 2018,0.113,0.773,0.113,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🕺✨ @Joe_Sugg says he worried that he was the 'joke act' in this year's #Strictly. 

https://t.co/FmKBnEJeoX https://t.co/O1GfHHBJud",61
0.0,Sun Sep 30 15:03:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This is the incredible story of how London dug the Victoria Line! 🚇

https://t.co/F8MsetBclS",62
-0.296,Sun Sep 30 14:02:04 +0000 2018,0.099,0.901,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Japan, 'aki no koe' refers to autumn's voice, which incorporates all the sounds of the season: the wind rustling… https://t.co/2fynWfK1Wu",63
0.0,Sun Sep 30 13:06:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Dyslexia tries to kick my butt daily - but I won't let it beat me"". 

https://t.co/EmtRJC2V5G",64
0.0,Sun Sep 30 12:44:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Kanye West is changing his name... to Ye. https://t.co/TMRrrzJuKX https://t.co/0ZkgnEbFkA,65
0.0,Sun Sep 30 12:31:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The lush green mosses of East Antarctica are finally succumbing to climate change. 💔 https://t.co/z7j8jcx6TO https://t.co/r7C9gypVhC,66
0.153,Sun Sep 30 11:02:01 +0000 2018,0.0,0.873,0.127,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Going on a night out can be challenging when you're a wheelchair user. 

https://t.co/YvvQ1SnosW",67
-0.778,Sun Sep 30 10:00:00 +0000 2018,0.274,0.726,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","This is disgusting. 😔

The Citarum River in Indonesia is one of the dirtiest rivers in the world. 

Plastic polluti… https://t.co/F6z2NpXseT",68
0.0,Sun Sep 30 09:04:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🐻 Say hello to Kyra the sun bear... 

https://t.co/UvDxsG3QO1",69
-0.599,Sun Sep 30 08:30:16 +0000 2018,0.302,0.698,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCWorld: Indonesia quake death toll 'at least 832' https://t.co/1VCcXxRrR4,70
0.0,Sun Sep 30 07:31:05 +0000 2018,0.124,0.752,0.124,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","For children with autism, the stress of taking photos can be overwhelming. To make things easier, eight-year-old Le… https://t.co/U3hpweRK0D",71
0.586,Sun Sep 30 07:04:02 +0000 2018,0.0,0.703,0.297,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This. Is. Amazing. 😮

Introducing the World Pole Climbing Championships...

https://t.co/osulkhFFhQ",72
0.422,Sat Sep 29 20:32:03 +0000 2018,0.0,0.743,0.257,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Chile has launched a huge hiking route through its Patagonian wilderness. 🌲😍🏔  https://t.co/WFIcKZe5Hv https://t.co/RLKjTx2Emo,73
0.422,Sat Sep 29 17:02:12 +0000 2018,0.0,0.865,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",🐣😍 Conservationists have been monitoring the progress of rare Leach's storm petrel chicks on the remote Scottish ar… https://t.co/KzMHUIysAO,74
-0.7,Sat Sep 29 16:01:07 +0000 2018,0.293,0.707,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","'My children bought back the car I sold to pay for wife's cancer treatment'. ❤️️🚘

https://t.co/xOJwzbgGlE https://t.co/Tx3WYCkCXu",75
0.55,Sat Sep 29 15:54:38 +0000 2018,0.0,0.871,0.129,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCEngland: Benny the beluga whale is spending his fifth day in the Thames but appears to be healthy and swimming normally, the Port of…",76
0.709,Sat Sep 29 15:02:04 +0000 2018,0.0,0.671,0.329,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Always start by playing paper! 👊✋✌️

This is how to win at rock-paper-scissors... 

https://t.co/2VzUFq74FT",77
0.0,Sat Sep 29 14:03:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","'What do I know her from again?' 🤔📺

These are the TV actors who pop up in everything. https://t.co/XLQBs5bE5p https://t.co/DJWV8U3OhY",78
-0.526,Sat Sep 29 13:01:07 +0000 2018,0.253,0.747,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This is the world's most dangerous city to be a woman. 

https://t.co/v1qrWFF6B6",79
-0.562,Sat Sep 29 11:03:02 +0000 2018,0.232,0.768,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""New York City is underwhelming"". 😳😳😳
 
#UnpopularOpinion was HARSH this week. 😂 @gregjames

https://t.co/pSz5eP8YbR",80
0.494,Sat Sep 29 10:03:05 +0000 2018,0.0,0.819,0.181,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","What's it like growing up with tourettes?

Brother and sister Jack and Rebecca describe how people react to their t… https://t.co/VXY3jdCbEu",81
-0.527,Sat Sep 29 09:01:02 +0000 2018,0.254,0.746,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This school became a national leader by focusing on a neglected subject... 

https://t.co/5c7iSPT3rc",82
0.681,Sat Sep 29 08:11:46 +0000 2018,0.0,0.763,0.237,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCOne: .@LadyGaga &amp; Jodie Whittaker playing the #DoctorWho theme tune on the theremin is a joy to behold. #TheGNShow https://t.co/0aLu…,83
-0.102,Sat Sep 29 08:05:03 +0000 2018,0.165,0.691,0.144,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""I've broken around 80 bones"". 😬🏥

Meet the man who can't feel pain. 👉 https://t.co/6qsfeQmIct https://t.co/6jXkhYCTza",84
0.0,Sat Sep 29 07:03:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Say hello to baby Omo, a rare albino squirrel... 😍🐿️

https://t.co/FVppFQSOJw",85
0.0,Sat Sep 29 06:31:00 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Over the last 50 years, the flesh-footed shearwater population has dropped by 30%.

Plastic is a major cause of the… https://t.co/827iYwzryJ",86
0.36,Fri Sep 28 20:31:03 +0000 2018,0.0,0.865,0.135,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Graham Norton Show is back! Tonight Bradley Cooper, @ladygaga, Jodie Whittaker and @ryangosling join @grahnort… https://t.co/prBbKLrkaO",87
-0.126,Fri Sep 28 18:32:03 +0000 2018,0.089,0.846,0.065,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","It's the Celebrity MasterChef final! After six gruelling weeks, just two tough challenges stand between the three r… https://t.co/mLCixMGG8v",88
0.422,Fri Sep 28 16:03:07 +0000 2018,0.0,0.714,0.286,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Science has confirmed: cats are nice. 😻

https://t.co/nTtAUxYl6v https://t.co/kI8XYPICjA",89
0.153,Fri Sep 28 15:01:02 +0000 2018,0.0,0.882,0.118,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","😮🐙 You need to watch this seal slap a man with an octopus... 

https://t.co/Njn1fsWeXX",90
0.0,Fri Sep 28 14:03:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",In pictures: Politician mothers take their babies to work. 👶📷 https://t.co/wZ4NmFwkOn https://t.co/BTtyJu1WSX,91
-0.535,Fri Sep 28 12:33:00 +0000 2018,0.345,0.478,0.177,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Why do we love bees, but hate wasps? https://t.co/2CM65SLLyE",92
0.66,Fri Sep 28 11:04:06 +0000 2018,0.088,0.669,0.243,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","What kind of snack would you be? 🤔

Kids asking Tom Hardy difficult questions is the best thing you'll see today. 😂… https://t.co/8iFXGQhKlz",93
0.0,Fri Sep 28 10:24:29 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCWomansHour: The 🚨TOP 10🚨 #WomenInMusic on the #WHPowerList have been revealed! 🌟 Featuring the most iconic performers, heads of labe…",94
-0.296,Fri Sep 28 10:02:06 +0000 2018,0.128,0.872,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","❤️ This story of a missing 49-year-old father is the most moving thing you'll watch today. 

https://t.co/8CYggzS9Hj",95
0.572,Fri Sep 28 09:40:18 +0000 2018,0.0,0.829,0.171,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bbcmusic: How are you celebrating #BBCMusicDay today? 

Here's 9 Things to watch out for, including @George_Ezra reading a bedtime stor…",96
-0.599,Fri Sep 28 09:04:01 +0000 2018,0.262,0.738,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","How would you cope if you knew how you might die?

https://t.co/VbAFmeDCXQ",97
0.586,Fri Sep 28 08:04:02 +0000 2018,0.0,0.798,0.202,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Eggs as conditioner? 🥚🤷

Experts rate the beauty tips that our mums swore by. 👉 https://t.co/HGSuMbUNOj https://t.co/uoUg0LYfQp",98
0.382,Fri Sep 28 07:32:06 +0000 2018,0.0,0.867,0.133,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Are children getting too much homework in the UK? 📚🖍

Comedian @robdelaney says kids' workload is ""madness"".… https://t.co/i16FsfwKNb",99
0.681,Fri Sep 28 07:01:05 +0000 2018,0.0,0.714,0.286,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Here's some useful advice on how you can help hedgehogs at this time of year. 🦔

https://t.co/TKgF4H0ktl",100
0.886,Tue Oct 02 21:25:29 +0000 2018,0.0,0.646,0.354,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,1
0.0,Tue Oct 02 18:36:26 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",2
